gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
Gene_4170,16.49,-2.3142,0.3373,0.016830943378316726,0.020176148859166538
Gene_4171,162.25,-0.2409,0.2523,1.0488565203818963e-06,1.257018840342637e-06
Gene_4172,524.5,-0.7263,0.3421,0.0031931127828964847,0.0038259199411652105
Gene_4173,14.84,-1.4494,0.2345,0.030729243955265908,0.03681030660669131
Gene_4174,1352.88,-0.2631,0.345,0.0023349028164771487,0.002796290798176226
Gene_4175,69.75,0.7373,0.1991,4.07028748141755e-09,4.87342849786584e-09
Gene_4176,1835.78,-0.0139,0.2657,0.0009213391767843469,0.0011028718898543773
Gene_4177,51.06,0.4605,0.2785,0.0025445366206042373,0.0030451611065153627
Gene_4178,19.04,2.7201,0.2098,0.07220346953601739,0.08638845362050418
Gene_4179,59.37,-0.5143,0.2358,0.034988049431944696,0.041851733770268774
Gene_4180,122.7,0.4175,0.328,8.069733461963452e-06,9.650482494574805e-06
Gene_4181,68.24,-4.9812,0.3708,0.005034930855730337,0.006019764294273478
Gene_4182,96.35,-1.2695,0.3251,0.012275420437621844,0.014672986418386139
Gene_4183,289.43,-0.8774,0.3507,0.03180809066993748,0.03801158062851037
Gene_4184,105.39,-0.7181,0.3086,0.0020147117871798484,0.002407063067120488
Gene_4185,130.03,0.5392,0.2305,1.0858456829883617e-08,1.2969967546444837e-08
Gene_4186,4.86,3.5236,0.1273,0.202120852102706,0.2413671508272104
Gene_4187,324.86,-1.0741,0.247,0.0038669265779278455,0.004616674519971162
Gene_4188,124.16,-0.6249,0.2878,0.24677597289256592,0.29455236678511093
Gene_4189,3716.68,-0.0947,0.2372,0.00059291707342699,0.0007075382737792243
Gene_4190,22.67,0.5937,0.4553,0.016729497281987957,0.019958837129548983
Gene_4191,3.99,0.3953,0.3276,0.007443620047179611,0.008878363605891712
Gene_4192,510.88,1.9261,0.2908,0.008425714759248087,0.010047358405971962
Gene_4193,296.8,-3.6396,0.3547,0.003158784696849128,0.0037658377406403526
Gene_4194,19.75,-3.5804,0.5022,0.2137805164184266,0.2548039528229161
Gene_4195,6.96,-0.7438,0.2718,0.02544923844238937,0.030325593949463023
Gene_4196,3212.46,1.646,0.2036,0.1256225166787414,0.14965751331753802
Gene_4197,2510.46,-2.3485,0.3322,0.0001666797529355321,0.00019852281197657468
Gene_4198,1.03,-4.5114,0.1851,0.2798070810013644,0.33318299714380145
Gene_4199,59.36,0.8568,0.2047,0.01924087434628046,0.022905802793191026
Gene_4200,4139.72,0.3655,0.4424,0.002528163474326837,0.003009001992771765
Gene_4201,57.28,-1.6353,0.4296,0.004387047409085605,0.005220189682396008
Gene_4202,55.63,-2.6617,0.365,0.0071339884676587684,0.00848678142714581
Gene_4203,84.31,-1.4546,0.339,0.08143277937845429,0.09685154540729578
Gene_4204,15.77,0.1658,0.1779,0.000555752553581443,0.0006608234882062343
Gene_4205,4.91,-0.9395,0.2191,9.76188264785524e-05,0.00011604710708339563
Gene_4206,1218.16,0.7411,0.4323,0.0013439883573824433,0.0015973239331856944
Gene_4207,3.72,-4.2819,0.2493,0.034454701742878326,0.04093952203288774
Gene_4208,243.36,-1.2853,0.22,0.0004179987482871998,0.0004965535142399618
Gene_4209,874.07,-2.7097,0.281,0.007645181665808549,0.00907978820167286
Gene_4210,8.15,-0.3845,0.3577,0.018508196806124432,0.02197601140598959
Gene_4211,23.37,-0.8071,0.2792,0.047461478623208354,0.05634078658975351
Gene_4212,1679.68,1.1968,0.2822,0.06874471923966143,0.08158642207412939
Gene_4213,430.86,-2.789,0.0822,0.0029919854453166693,0.0035500539218280367
Gene_4214,43.18,0.0682,0.2929,0.0012375772697033986,0.0014680631906327385
Gene_4215,1643.36,0.8375,0.3997,0.08357589680487458,0.09911752467371274
Gene_4216,1657.51,2.785,0.2931,0.10981248461321023,0.13020213968841624
Gene_4217,254.2,-0.7226,0.507,0.1197060328607481,0.14189904322042213
Gene_4218,24.52,0.4867,0.2278,0.001810149392181541,0.002145235117541528
Gene_4219,64.92,-2.7058,0.251,0.012849711631946113,0.01522477681510203
Gene_4220,263.16,-3.5879,0.2329,0.004625242513666246,0.005478846853430758
Gene_4221,101.78,1.2672,0.2302,0.2745470610396439,0.32513863221179995
Gene_4222,970.6,-0.0083,0.3537,0.050591436333065024,0.05989987725913453
Gene_4223,6.96,2.393,0.2725,0.005661500846170285,0.006701587175864447
Gene_4224,7.47,-2.0601,0.4944,0.270655633494225,0.3203025248452367
Gene_4225,213.1,4.131,0.3247,0.005315365202826074,0.006288884527716605
Gene_4226,55.53,2.8032,0.2128,0.046739910908258075,0.05528733251509117
Gene_4227,42.35,0.6296,0.2007,0.023664547675757135,0.02798551049640153
Gene_4228,4.32,0.4149,0.4667,0.14959553309587398,0.17686868419942536
Gene_4229,154.33,0.0128,0.3221,1.214815168115445e-06,1.4359517353610461e-06
Gene_4230,133.55,-2.3563,0.4305,0.0035874337623395623,0.004239463202953867
Gene_4231,548.37,2.0334,0.307,0.0004319597961059623,0.0005103494755505226
Gene_4232,170.34,-0.9163,0.3016,0.03233938698739187,0.03819913416890133
Gene_4233,113.84,0.7567,0.434,0.002297045772515191,0.0027126190039149633
Gene_4234,1562.44,-3.8465,0.3373,0.0009383815335096238,0.001107888469314786
Gene_4235,10.75,-1.7692,0.3362,0.4721899234034094,0.5573535450937316
Gene_4236,433.88,2.1526,0.2595,0.16504213539433946,0.19476296364684853
Gene_4237,5.25,-0.521,0.3871,0.016630420592400587,0.019620600038226268
Gene_4238,27.75,2.1799,0.2926,0.016957833191016635,0.020002162291833728
Gene_4239,13.13,-0.1173,0.2445,6.018037058495665e-05,7.096741814263757e-05
Gene_4240,709.02,-2.7628,0.5152,0.012652015524070135,0.014916311629415393
Gene_4241,130.21,1.3381,0.27,0.0776300030497636,0.09150165375974022
Gene_4242,144.46,-0.8848,0.221,0.026554642293808807,0.0312922958918322
Gene_4243,16.22,1.048,0.4137,0.017369340371302746,0.020463407600498053
Gene_4244,81.5,0.0378,0.3679,8.728459254641704e-05,0.00010280870735738168
Gene_4245,32.24,-2.3147,0.2337,0.002807228714990883,0.003305733296032599
Gene_4246,319.55,0.2464,0.2921,0.00010102363018838907,0.00011893528395148231
Gene_4247,20.45,3.2943,0.3669,0.08342866809706613,0.09819758486001193
Gene_4248,2120.88,0.7395,0.3211,0.09167168432446704,0.107874422598808
Gene_4249,5.2,-0.0863,0.3786,0.13656470396184572,0.16066435760217143
Gene_4250,29.58,1.613,0.2993,0.0006535467039897702,0.0007686976052573161
Gene_4251,4248.84,0.316,0.3818,0.05329548276032586,0.06267107568241517
Gene_4252,62.16,0.3143,0.2691,0.029276198879483205,0.034418291652343294
Gene_4253,10.7,-1.6374,0.2354,0.016456949639669937,0.019342912129372284
Gene_4254,230.01,0.3508,0.4053,0.0030003255469639896,0.003525646941203278
Gene_4255,57.35,1.5532,0.3291,0.1438211141193748,0.16896277504625798
Gene_4256,27.89,-1.2541,0.3687,2.7327063674905543e-08,3.2096621652461295e-08
Gene_4257,16.58,2.1367,0.4224,0.10765234118658883,0.12641186142154628
Gene_4258,37674.82,-0.1376,0.2427,0.17499355466754377,0.20543972137537425
Gene_4259,89.74,-1.3317,0.3532,1.549230277215827e-05,1.818345395793224e-05
Gene_4260,3.15,1.4964,0.532,0.009419739802189584,0.011053437927938963
Gene_4261,2943.69,-0.4302,0.284,0.00011140169988656617,0.000130691811223095
Gene_4262,503.78,2.7327,0.1794,0.0005917690585946878,0.0006940758369630398
Gene_4263,32.04,-0.4376,0.3822,0.004264720346509005,0.005000844683992736
Gene_4264,22.96,-0.0897,0.1335,0.10669310918018386,0.12507984663562
Gene_4265,570.75,0.7403,0.1902,0.15339215050912974,0.1797845177087784
Gene_4266,90.57,3.4031,0.3006,0.008663955802085633,0.010152280058689516
Gene_4267,3.15,-2.9933,0.2971,0.09469516612991949,0.11093623023655048
Gene_4268,5294.8,-4.3033,0.3188,0.005230226470686984,0.006125821586656107
Gene_4269,62.3,1.3941,0.5207,0.0015373563963049985,0.0018001831338466025
Gene_4270,2954.67,-0.1982,0.3085,0.018918443553510113,0.02214755742625862
Gene_4271,1913.85,-0.7856,0.2423,0.007587565038626833,0.008880577058317922
Gene_4272,20.05,-2.0379,0.2359,0.3698664861380833,0.4327948585748693
Gene_4273,1171.9,-1.6196,0.2544,0.009486139168958713,0.011097495518201581
Gene_4274,40.33,-3.0327,0.1786,0.012151542713168874,0.014212330658677046
Gene_4275,3.55,3.807,0.356,0.0006161377260988666,0.0007204603906675241
Gene_4276,63.49,-0.8977,0.3302,0.14143553713642482,0.16534432679030256
Gene_4277,328.74,-4.4997,0.3467,0.005783601862282664,0.0067597029713448616
Gene_4278,58.82,-0.1022,0.3801,0.0005084000400127736,0.000594064080407541
Gene_4279,80.31,0.546,0.3619,3.1122180585368875e-05,3.635768759972999e-05
Gene_4280,1461.37,3.1398,0.1619,0.07131894844548906,0.08329706662635956
Gene_4281,183.64,-2.2678,0.2719,0.23083815474255953,0.2695447860141984
Gene_4282,27.48,1.7391,0.276,0.014439556403032475,0.01685682512611776
Gene_4283,604.29,1.4597,0.4377,0.007024639868909454,0.008198692657457346
Gene_4284,220.38,-1.1686,0.4465,0.00011458136745771014,0.00013370054545823823
Gene_4285,0.96,-3.9378,0.2574,0.0026919342044956778,0.0031403805465418546
Gene_4286,349.57,-0.6864,0.2009,0.00014469450808057212,0.00016875963153787277
Gene_4287,324.95,0.2785,0.3159,0.04051494558491664,0.04724224065405391
Gene_4288,154.51,2.2637,0.2681,0.0028468814633409163,0.003318817280649238
Gene_4289,883.07,0.9084,0.2916,0.0010029236481339846,0.0011689086808088398
Gene_4290,38.68,0.7629,0.4216,0.4508179930340654,0.5253064472547954
Gene_4291,290.91,-0.6455,0.3269,0.0046327682571117215,0.005396980728228939
Gene_4292,6.46,-2.2261,0.252,0.028627078173076144,0.033341577187370304
Gene_4293,335.02,-0.3127,0.2341,0.24011971901490572,0.2795991138971888
Gene_4294,7376.98,1.8099,0.1564,0.008008701261523499,0.009323284355673457
Gene_4295,20.29,-2.2908,0.3562,0.04946376097545143,0.05756955420792764
Gene_4296,32.47,-1.5826,0.3282,0.043391700303912144,0.05049069153352588
Gene_4297,35.87,4.9499,0.3564,0.0047147484727267566,0.005484816743516469
Gene_4298,192.48,-1.477,0.2983,0.04131672415533683,0.04805387782663042
Gene_4299,17.71,-1.1888,0.1944,0.03701126428026714,0.043036353814264114
Gene_4300,344.64,-0.6354,0.3056,3.698126328905793e-06,4.299147092427102e-06
Gene_4301,807.29,-2.0484,0.4139,0.2399157051110458,0.27884205614951857
Gene_4302,432.12,-1.4612,0.3058,0.12098581012860543,0.14058309334023406
Gene_4303,4.32,1.0551,0.4643,1.1966416831612963e-05,1.3901506542301305e-05
Gene_4304,1086.09,3.8963,0.3252,0.0023290828029935598,0.002705090363523298
Gene_4305,967.52,-2.3968,0.4968,5.6905144939246347e-05,6.607657331542771e-05
Gene_4306,780.8,-0.945,0.5049,0.0011269535595461765,0.0013082813554053593
Gene_4307,312.84,1.0979,0.2102,0.04436435493402628,0.0514906626439488
Gene_4308,230.53,3.0923,0.2353,0.0033615504410205678,0.0039006155036209887
Gene_4309,1170.02,-0.6969,0.2543,0.0011940581882782144,0.0013852183158679981
Gene_4310,6953.68,0.0665,0.1292,0.07893843828399388,0.09155467209927382
Gene_4311,22.06,-2.6186,0.3464,9.284851368250881e-06,1.0766293330532098e-05
Gene_4312,1282.1,0.7421,0.3437,0.007415087947271215,0.008596206755473238
Gene_4313,124.91,0.5752,0.3192,0.054194651914566974,0.0628125311944448
Gene_4314,114.51,-0.614,0.1776,0.038172393273032894,0.0442322054148701
Gene_4315,6.87,1.5089,0.4588,7.341540442107709e-05,8.505028315694751e-05
Gene_4316,83.97,-1.6912,0.112,0.046461226066180465,0.05381193660664867
Gene_4317,20.2,1.6919,0.1677,0.02424032040543806,0.028068921266139486
Gene_4318,58.69,0.2317,0.3886,0.003288931742288772,0.00380751533027179
Gene_4319,16.5,-0.5048,0.3316,0.2888472390494222,0.3343139340849794
Gene_4320,60.47,-0.0298,0.2386,0.023480021460006186,0.0271696614904029
Gene_4321,65.88,-0.1609,0.3055,0.005166320613353212,0.005976770723453507
Gene_4322,180.1,1.8304,0.3129,0.0006276384466403059,0.0007259292697667199
Gene_4323,5.87,-1.615,0.4178,0.17283409774318662,0.19985441459665426
Gene_4324,8.24,-1.1438,0.1784,0.03245222763489815,0.03751702616751231
Gene_4325,306.07,1.5545,0.3292,0.1495708650731108,0.1728743239402575
Gene_4326,30.12,-0.8933,0.4079,0.003954479629160229,0.004569539668546602
Gene_4327,1272.91,1.3508,0.2002,0.08257213428896727,0.09539294626729122
Gene_4328,232.88,4.0869,0.2948,0.00475770449871566,0.005495154191170778
Gene_4329,499.46,-0.6027,0.2941,0.11044255910482674,0.12753182344668215
Gene_4330,2493.36,1.022,0.1386,0.32424433119875534,0.37432963657210266
Gene_4331,79.88,-1.7305,0.3292,0.015148397085378166,0.017484299498358915
Gene_4332,47.04,1.1321,0.3352,0.004811974640154078,0.005552705562144101
Gene_4333,848.44,0.2991,0.4496,7.538015612356296e-05,8.696372418500572e-05
Gene_4334,411.18,0.7096,0.2979,0.052745820131267405,0.06083716278116195
Gene_4335,102.04,-0.9684,0.3438,0.00012996749030963592,0.00014987026096590858
Gene_4336,2399.26,-2.4916,0.4472,0.1290875898522649,0.1488212933505475
Gene_4337,97.08,0.7549,0.2358,6.718428788799476e-05,7.743693855232223e-05
Gene_4338,158.47,-3.0951,0.1819,0.2382836529972541,0.2745836056663449
Gene_4339,154.85,-0.476,0.3122,0.2361760672939705,0.2720922434262333
Gene_4340,22.89,3.3673,0.2803,0.005060608486364432,0.005828851055476194
Gene_4341,173.33,0.2878,0.2909,0.06520940772418624,0.07509144141430935
Gene_4342,2424.84,2.9225,0.2577,0.00252628190362689,0.0029084525715253164
Gene_4343,361.38,1.5377,0.216,0.04594297000969494,0.05288095074780725
Gene_4344,157.93,-0.9808,0.3934,6.468419673107963e-05,7.443520912667392e-05
Gene_4345,107.39,0.041,0.298,5.337218375420729e-07,6.140380091372214e-07
Gene_4346,287.65,-0.0711,0.5245,0.00015997846336635537,0.00018401019480832225
Gene_4347,664.83,-2.3733,0.196,0.020975064969614647,0.024120359900660818
Gene_4348,501.94,-1.4106,0.5006,0.023874449787342735,0.02744820623975941
Gene_4349,76.42,-0.8411,0.3293,0.12191249494931888,0.14012930453944697
Gene_4350,284.17,-3.0543,0.3019,0.0018574173315972166,0.0021344717669469276
Gene_4351,387.56,2.4545,0.1899,0.0071232232503526055,0.00818385024167349
Gene_4352,19.8,-0.3736,0.2337,0.0020881293848239034,0.002398494583992538
Gene_4353,207.78,-2.5093,0.4259,0.002526464352840804,0.0029013141396885666
Gene_4354,1.97,0.6063,0.0334,0.0014774052236144783,0.001696217248696301
Gene_4355,389.58,3.9251,0.1205,0.004888853457045252,0.005611631608178664
Gene_4356,555.95,0.3406,0.1388,0.0012654894608532165,0.0014522486353605883
Gene_4357,661.89,-0.4861,0.4171,0.10210900409277768,0.11715122084990555
Gene_4358,67.35,0.8872,0.3681,2.5670064147965676e-08,2.944490037619371e-08
Gene_4359,275.36,1.0203,0.1987,6.768786753574309e-05,7.762370130245766e-05
Gene_4360,2560.37,0.4611,0.2528,0.00043323078274663573,0.0004967103677443657
Gene_4361,2508.75,-1.2369,0.313,0.0003182438513391411,0.000364791209696402
Gene_4362,140.0,0.4149,0.402,0.011980187923684282,0.013729300852262528
Gene_4363,196.1,1.7932,0.1987,0.051175183149326675,0.058633344579888495
Gene_4364,1368.98,-0.8949,0.3133,0.006047948151694578,0.006927775660589437
Gene_4365,7.38,3.1469,0.2656,0.04710347477511404,0.05394351211075818
Gene_4366,77.78,-0.7884,0.2897,0.06184471135539212,0.07080914970848651
Gene_4367,2145.53,0.0486,0.2104,0.004039734571861309,0.004624238291965784
Gene_4368,1043.57,-1.0087,0.321,0.028055921435898305,0.03210794396417751
Gene_4369,310.61,0.3349,0.2218,0.0076553689707656,0.00875900339904531
Gene_4370,7.3,-2.6133,0.3095,0.08407164535845442,0.09616980709043059
Gene_4371,134.31,-0.8191,0.4562,8.518594215445652e-05,9.742216623336747e-05
Gene_4372,45.61,-1.6382,0.4044,0.002688295688520611,0.003073743069426722
Gene_4373,287.75,0.203,0.439,0.003230051139958569,0.0036923309784620125
Gene_4374,29.41,1.4917,0.3316,0.013338032232784852,0.015243465408896973
Gene_4375,19.08,0.969,0.4133,3.07491938210544e-06,3.5133905188590496e-06
Gene_4376,2.39,-3.5575,0.1198,0.002443985688046256,0.0027918502262351567
Gene_4377,1708.91,3.0631,0.1305,0.11082880229343521,0.12657469425929102
Gene_4378,66.72,0.4429,0.1995,1.5727432268280317e-07,1.7957789755972045e-07
Gene_4379,203.22,-1.1647,0.2064,0.09513155898411738,0.10859767007319335
Gene_4380,147.75,0.2357,0.4048,0.19981549933370057,0.22804781937194768
Gene_4381,17.55,0.2643,0.1491,3.844027379404519e-07,4.3861562978143757e-07
Gene_4382,11.96,-1.0003,0.1643,0.07125092037686913,0.08128099518237408
Gene_4383,19.87,0.2969,0.2878,0.0009026221818589332,0.0010294504811347322
Gene_4384,34.94,-0.9112,0.3137,0.3598830639169301,0.41035697139900806
Gene_4385,308.96,-0.6065,0.3875,0.000976900310042312,0.0011136574441886822
Gene_4386,30.22,-1.0294,0.2733,0.0010276219314671615,0.0011712125956999787
Gene_4387,4880.39,-2.149,0.2817,0.05263395672035437,0.05997488231580944
Gene_4388,1157.83,0.2188,0.3887,0.0001890605157921463,0.00021537994508105072
Gene_4389,747.49,0.8779,0.21,0.0012740120589953832,0.0014510387915664955
Gene_4390,116.83,0.7723,0.3123,0.3293320581468762,0.375008037060893
Gene_4391,3067.33,1.2299,0.357,0.09365201540439595,0.10661659312886607
Gene_4392,95.97,0.4865,0.263,0.010931308277609242,0.012441734893705033
Gene_4393,139.42,4.8772,0.3861,0.003313611072469256,0.0037706088671702956
Gene_4394,208.5,1.2595,0.2143,0.17515793481841443,0.19926955041912903
Gene_4395,604.04,-2.0363,0.4562,0.020492961729257915,0.023308646188873877
Gene_4396,530.5,-1.351,0.2685,0.0003381606996030676,0.00038453570571192583
Gene_4397,57.38,-3.4253,0.2561,0.00486208611988414,0.005527610413692746
Gene_4398,51.11,1.6201,0.1539,0.016093280396405077,0.01829197589952839
Gene_4399,533.69,1.4142,0.188,0.07047383537700629,0.08008390383750714
Gene_4400,620.47,0.731,0.2188,0.1014308713260675,0.11523616374240797
Gene_4401,67.58,1.6079,0.1872,0.0012825218597699176,0.0014567490456268942
Gene_4402,6.21,-1.3189,0.1817,0.002064090298755719,0.0023439590038107187
Gene_4403,98.04,0.5229,0.3044,0.0003694740375381005,0.0004194755194574257
Gene_4404,516.49,-0.1878,0.3601,0.08651973151938042,0.09820627868261114
Gene_4405,5490.82,1.2703,0.328,0.08691759073110294,0.09863548653098383
Gene_4406,13.52,-0.1728,0.0197,0.14117725146184837,0.16017387277268932
Gene_4407,63.23,-0.5774,0.1959,0.04980907210884007,0.05649849377137032
Gene_4408,68.11,0.8114,0.4137,0.009168052252991103,0.010396974657508622
Gene_4409,2234.14,1.3143,0.1656,0.08269351104209532,0.09375681524047089
Gene_4410,138.4,-1.0025,0.2879,0.17045957707926093,0.1932210123319666
Gene_4411,24.18,-0.0916,0.1904,0.32824066752389613,0.37198625059371726
Gene_4412,453.68,-1.5877,0.4305,0.016863543937285227,0.01910666659560982
Gene_4413,66.07,-3.7471,0.2205,0.0004745166145542317,0.0005375131564955049
Gene_4414,12.82,0.3007,0.3688,0.015372567035987423,0.017409475691944988
Gene_4415,24.89,0.9134,0.2276,0.026783416814130462,0.03032542664643395
Gene_4416,4760.39,0.3931,0.0574,0.13338923091769056,0.15099528064035608
Gene_4417,320.03,-2.9243,0.3471,0.010479685587930136,0.01186021456307168
Gene_4418,184.11,-0.5263,0.1081,0.0006851126539556425,0.0007751896967137842
Gene_4419,90.04,-3.3275,0.2087,0.000669812557042392,0.0007577065124913937
Gene_4420,266.21,2.0546,0.4866,0.17405094627191736,0.19684567549413862
Gene_4421,259.95,-1.6291,0.613,0.12308984839591398,0.13917893305734283
Gene_4422,266.22,1.8831,0.302,0.0453549223477847,0.05127167346572994
Gene_4423,186.73,1.4188,0.2109,0.4328722452868302,0.4892317419607032
Gene_4424,843.53,-1.3509,0.3026,0.17491895661976783,0.19764853855341
Gene_4425,155.43,1.6637,0.1686,0.0006911861145125942,0.0007808248017539473
Gene_4426,20.99,0.5256,0.2578,0.047613799744344244,0.05377659785898378
Gene_4427,43.6,-1.2665,0.4602,0.1699354535259919,0.1918873684801173
Gene_4428,2.83,0.1537,0.3209,0.00024707512036790903,0.000278928787952031
Gene_4429,8549.55,-0.7242,0.1578,0.08652463922490919,0.09765760634865596
Gene_4430,833.4,4.4951,0.3406,0.007390152896823496,0.008339147931418975
Gene_4431,28.22,-3.3457,0.1288,0.002381001534923025,0.0026861479410232683
Gene_4432,84.46,0.34,0.1123,0.008350559112911344,0.009418631979372146
Gene_4433,41.52,-0.8423,0.3766,0.05194863693080911,0.05857987926342931
Gene_4434,3245.73,-0.8296,0.2236,0.00030299648319003387,0.00034159693708008323
Gene_4435,8.67,1.0438,0.4573,1.2434107156411338e-05,1.4014999049156152e-05
Gene_4436,186.6,1.7602,0.1946,0.033493850065383385,0.03774380219222829
Gene_4437,119.46,-0.4088,0.4228,0.003462383255423307,0.003900837376547214
Gene_4438,775.63,-0.5109,0.4642,0.07370174264022168,0.08301615526044344
Gene_4439,120.54,0.7502,0.3156,0.004396342176653449,0.0049508357845196495
Gene_4440,4.41,-2.0354,0.2697,0.013508151949749952,0.01520845749802967
Gene_4441,89.82,0.3347,0.24,0.007117520144574761,0.008011616551750068
Gene_4442,21.24,0.8278,0.2462,0.36500145631084147,0.4107601353936996
Gene_4443,174.02,1.0203,0.1398,0.0015956625263542823,0.0017952998721357811
